7.7115 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

39.0823 	WARNING 	Requested image 'real_images/p3.png' not found but similar filename 'real_images/p3.jpg' exists. This will be used instead but changing the filename is advised.
39.0985 	EXP 	face: autoDraw = False
39.0985 	EXP 	face: image = 'real_images/p3.png'
39.0985 	EXP 	face: autoDraw = True
39.4010 	DATA 	Mouse: wheel shift=(0,0), pos=(638,363)
39.5822 	EXP 	New trial (rep=4, index=4): {'images': 'ai_images/p5.png'}
39.5825 	WARNING 	Requested image 'ai_images/p5.png' not found but similar filename 'ai_images/p5.jpg' exists. This will be used instead but changing the filename is advised.
39.5988 	EXP 	face: autoDraw = False
39.5988 	EXP 	face: image = 'ai_images/p5.png'
39.5988 	EXP 	face: autoDraw = True
39.6482 	DATA 	Mouse: wheel shift=(0,0), pos=(638,363)
40.0810 	EXP 	New trial (rep=4, index=5): {'images': 'real_images/p5.png'}
40.0812 	WARNING 	Requested image 'real_images/p5.png' not found but similar filename 'real_images/p5.jpg' exists. This will be used instead but changing the filename is advised.
40.0974 	EXP 	face: autoDraw = False
40.0974 	EXP 	face: image = 'real_images/p5.png'
40.0974 	EXP 	face: autoDraw = True
40.5824 	EXP 	New trial (rep=4, index=6): {'images': 'real_images/p1.png'}
40.5827 	WARNING 	Requested image 'real_images/p1.png' not found but similar filename 'real_images/p1.jpg' exists. This will be used instead but changing the filename is advised.
40.5996 	EXP 	face: autoDraw = False
40.5996 	EXP 	face: image = 'real_images/p1.png'
40.5996 	EXP 	face: autoDraw = True
41.0809 	EXP 	New trial (rep=4, index=7): {'images': 'real_images/p6.png'}
41.0812 	WARNING 	Requested image 'real_images/p6.png' not found but similar filename 'real_images/p6.jpg' exists. This will be used instead but changing the filename is advised.
41.0963 	EXP 	face: autoDraw = False
41.0963 	EXP 	face: image = 'real_images/p6.png'
41.0963 	EXP 	face: autoDraw = True
41.5823 	EXP 	New trial (rep=4, index=8): {'images': 'ai_images/p4.png'}
